id,sales
3000888,-5.40090297956566
3000889,-5.40090297956566
3000890,110.55826302544268
3000891,2218.7545076738097
3000892,-5.40090297956566
3000893,473.79565941024197
3000894,-5.40090297956566
3000895,1060.4569444764968
3000896,837.5805964880124
3000897,290.6676478548665
3000898,141.13660508090587
3000899,100.01687691251236
3000900,3186.376183828365
3000901,-5.40090297956566
3000902,-5.40090297956566
3000903,110.55826302544268
3000904,176.4239988961004
3000905,-5.40090297956566
3000906,272.0387156592056
3000907,-5.40090297956566
3000908,228.95260408938432
3000909,176.4239988961004
3000910,207.55322309876084
3000911,-5.40090297956566
3000912,217.83909899566328
3000913,317.5291922417918
3000914,-5.40090297956566
3000915,-5.40090297956566
3000916,217.75842330361368
3000917,14.576124134920795
3000918,5034.655097401017
3000919,207.55322309876084
3000920,-5.40090297956566
3000921,-17.35261869098137
3000922,-17.35261869098137
3000923,-26.79218544153822
3000924,1867.2736088658191
3000925,-17.35261869098137
3000926,323.3547801736469
3000927,-17.35261869098137
3000928,875.4234593560492
3000929,424.20837949274363
3000930,169.46034251595748
3000931,79.20886069905693
3000932,34.8345770288219
3000933,3261.1800607797873
3000934,-17.35261869098137
3000935,-17.35261869098137
3000936,-26.79218544153822
3000937,39.07355042911945
3000938,-17.35261869098137
3000939,134.6882671922251
3000940,-17.35261869098137
3000941,4.756724173322761
3000942,39.07355042911945
3000943,70.20277463177987
3000944,-17.35261869098137
3000945,202.31015687644273
3000946,217.22212120543003
3000947,-17.35261869098137
3000948,-17.35261869098137
3000949,205.64930695987107
3000950,-2.158945356656461
3000951,4473.838620593104
3000952,70.20277463177987
3000953,-17.35261869098137
3000954,20.131699325345757
3000955,20.131699325345757
3000956,136.09086533035412
3000957,4011.6029318962924
3000958,20.131699325345757
3000959,510.0949236310135
3000960,20.131699325345757
3000961,1902.1779351647008
3000962,1050.661390727897
3000963,316.20025015977797
3000964,156.54721901194048
3000965,119.22100969715176
3000966,6419.215167374976
3000967,20.131699325345757
3000968,20.131699325345757
3000969,201.95660120101178
3000970,201.95660120101178
3000971,20.131699325345757
3000972,297.57131796411693
3000973,20.131699325345757
3000974,254.48520639429552
3000975,184.69093596542893
3000976,233.08582540367217
3000977,20.131699325345757
3000978,307.76900369826694
3000979,343.06179454670325
3000980,20.131699325345757
3000981,103.47531815347318
3000982,237.3972351178953
3000983,35.21910528944865
3000984,2838.4504839967944
3000985,233.08582540367217
3000986,20.131699325345757
3000987,-15.86062961048048
3000988,-15.86062961048048
3000989,21.120019030352914
3000990,2471.774900777082
3000991,-15.86062961048048
3000992,387.49208849161795
3000993,-15.86062961048048
3000994,944.2458361232839
3000995,708.8643987207962
3000996,201.229403859777
3000997,117.29240202127983
3000998,76.17267385288629
3000999,3510.001704617651
3001000,-15.86062961048048
3001001,-15.86062961048048
3001002,21.120019030352914
3001003,86.98575490101052
3001004,-15.86062961048048
3001005,182.60047166411618
3001006,-15.86062961048048
3001007,139.5143600942946
3001008,86.98575490101052
3001009,118.11497910367108
3001010,-15.86062961048048
3001011,207.37937236474843
3001012,217.3242863308428
3001013,-15.86062961048048
3001014,-15.86062961048048
3001015,252.5197765308805
3001016,4.116397504005973
3001017,4757.616451309767
3001018,118.11497910367108
3001019,-15.86062961048048
3001020,-16.134292322244452
3001021,-16.134292322244452
3001022,7.178302852373405
3001023,2403.024240534491
3001024,-16.134292322244452
3001025,303.1306528194097
3001026,-16.134292322244452
3001027,865.5954514720636
3001028,493.33621106291804
3001029,77.82968275093971
3001030,130.40321573822712
3001031,89.28348756983355
3001032,3386.7237945950837
3001033,-16.134292322244452
3001034,-16.134292322244452
3001035,7.178302852373405
3001036,73.04403872303102
3001037,-16.134292322244452
3001038,99.17957117940288
3001039,-16.134292322244452
3001040,56.09345960958132
3001041,55.77837348744817
3001042,34.69407861895771
3001043,-16.134292322244452
3001044,207.1057096529845
3001045,172.71794151476968
3001046,-16.134292322244452
3001047,-16.134292322244452
3001048,206.86763332860798
3001049,3.842734792242
3001050,4646.013938046311
3001051,34.69407861895771
3001052,-16.134292322244452
3001053,-5.40090297956566
3001054,-5.40090297956566
3001055,30.937973918502315
3001056,2277.2913749772583
3001057,-5.40090297956566
3001058,394.17537030330163
3001059,-5.40090297956566
3001060,1012.0332703926756
3001061,768.433945537714
3001062,211.04735874792627
3001063,141.13660508090587
3001064,100.01687691251236
3001065,3624.194779311357
3001066,-5.40090297956566
3001067,-5.40090297956566
3001068,30.937973918502315
3001069,96.80370978916005
3001070,-5.40090297956566
3001071,192.41842655226557
3001072,-5.40090297956566
3001073,149.332314982444
3001074,96.80370978916005
3001075,127.93293399182048
3001076,-5.40090297956566
3001077,217.83909899566328
3001078,237.9089031348515
3001079,-5.40090297956566
3001080,-5.40090297956566
3001081,217.75842330361368
3001082,14.576124134920795
3001083,4955.034808294077
3001084,127.93293399182048
3001085,-5.40090297956566
3001086,-9.63644059138589
3001087,-9.63644059138589
3001088,29.7300327059273
3001089,2498.5944669596392
3001090,-9.63644059138589
3001091,399.2161842638605
3001092,-9.63644059138589
3001093,1032.892269740673
3001094,767.226004325139
3001095,266.34321423476325
3001096,96.17847744011291
3001097,75.69115410535254
3001098,3832.555110496119
3001099,-9.63644059138589
3001100,-9.63644059138589
3001101,29.7300327059273
3001102,95.59576857658496
3001103,-9.63644059138589
3001104,191.21048533969054
3001105,-9.63644059138589
3001106,148.12437376986898
3001107,95.59576857658496
